EpochSecTime,JD0,JD1,PosX,PosY,PosZ,VelX,VelY,VelZ,OrbEl_SMA,OrbEl_Eccentricity,OrbEl_Inclination,OrbEl_RAAN,OrbEl_ArgOfPerigee,OrbEl_MeanAnomaly,OrbEl_TrueAnomaly,Access,Azimuth,Elevation,Latitude(deg),Longitude(deg),sunVecX,sunVecY,sunVecZ
68860,2457416.5,23832,5828.67725,-2826.42634,-3165.28476,4.31659,3.70142,4.92725,7386.87994,0.02913,0.89861,6.23108,0.02523,5.69556,5.66226,0,121.1,-41.6,-26.1,107.2,1,0,1
68880,2457416.5,23852,5913.76267,-2751.80169,-3066.07151,4.19163,3.76079,4.99373,7387.11233,0.02916,0.89862,6.23107,0.02497,5.71574,5.6834,0,120,-41.6,-25.2,108,1,0,1
68900,2457416.5,23872,5996.32946,-2676.00504,-2965.54912,4.06474,3.81862,5.05816,7387.34164,0.02919,0.89863,6.23106,0.02476,5.73586,5.70451,0,118.9,-41.7,-24.4,108.8,1,0,1
68920,2457416.5,23892,6076.33973,-2599.06746,-2863.75914,3.93598,3.87488,5.12049,7387.5674,0.02922,0.89864,6.23105,0.02462,5.75592,5.72556,0,117.7,-41.8,-23.5,109.6,1,0,1
68940,2457416.5,23912,6153.7567,-2521.0206,-2760.74382,3.80542,3.92954,5.18069,7387.78915,0.02926,0.89865,6.23104,0.02453,5.77593,5.74657,0,116.6,-41.8,-22.6,110.4,1,0,1
68960,2457416.5,23932,6228.54468,-2441.89667,-2656.54602,3.67309,3.98258,5.23873,7388.00644,0.02929,0.89866,6.23103,0.02451,5.79587,5.76753,0,115.4,-41.9,-21.7,111.2,1,0,1
68980,2457416.5,23952,6300.66915,-2361.72847,-2551.20929,3.53907,4.03396,5.29458,7388.21879,0.02932,0.89867,6.23103,0.02454,5.81576,5.78845,0,114.3,-41.9,-20.8,112,1,0,1
69000,2457416.5,23972,6370.09673,-2280.54933,-2444.77774,3.40342,4.08367,5.3482,7388.42577,0.02935,0.89868,6.23102,0.02463,5.83558,5.80931,0,113.1,-42,-19.9,112.8,1,0,1
69020,2457416.5,23992,6436.79524,-2198.39312,-2337.29609,3.26618,4.13167,5.39958,7388.62693,0.02938,0.89869,6.23102,0.02479,5.85535,5.83013,0,112,-42,-19,113.5,1,0,1
69040,2457416.5,24012,6500.73371,-2115.2942,-2228.80964,3.12742,4.17793,5.44868,7388.82185,0.02941,0.8987,6.23101,0.025,5.87506,5.8509,0,110.8,-42.1,-18.1,114.3,1,0,1
69060,2457416.5,24032,6561.8824,-2031.28746,-2119.36421,2.98721,4.22245,5.49548,7389.01009,0.02944,0.89871,6.23101,0.02527,5.89471,5.87162,0,109.7,-42.1,-17.2,115,1,0,1
69080,2457416.5,24052,6620.2128,-1946.40824,-2009.00615,2.8456,4.26518,5.53994,7389.19125,0.02947,0.89872,6.231,0.0256,5.9143,5.89229,0,108.5,-42.2,-16.2,115.7,1,0,1
69100,2457416.5,24072,6675.69769,-1860.69236,-1897.78234,2.70267,4.30611,5.58205,7389.36491,0.0295,0.89873,6.231,0.02599,5.93384,5.91292,0,107.4,-42.2,-15.3,116.5,1,0,1
69120,2457416.5,24092,6728.31113,-1774.17608,-1785.74008,2.55847,4.34521,5.62178,7389.53068,0.02953,0.89874,6.23099,0.02643,5.95332,5.9335,0,106.2,-42.3,-14.4,117.2,1,0,1
69140,2457416.5,24112,6778.02849,-1686.89608,-1672.92718,2.41307,4.38248,5.65911,7389.68815,0.02956,0.89874,6.23099,0.02692,5.97275,5.95404,0,105.1,-42.3,-13.5,117.9,1,0,1
69160,2457416.5,24132,6824.82645,-1598.88946,-1559.39183,2.26654,4.41787,5.69402,7389.83696,0.02958,0.89875,6.23099,0.02746,5.99213,5.97453,0,103.9,-42.4,-12.5,118.6,1,0,1
69180,2457416.5,24152,6868.68304,-1510.1937,-1445.18264,2.11895,4.45139,5.72649,7389.97672,0.02961,0.89876,6.23099,0.02805,6.01147,5.99499,0,102.8,-42.4,-11.6,119.3,1,0,1
69200,2457416.5,24172,6909.57764,-1420.84665,-1330.3486,1.97035,4.483,5.7565,7390.10709,0.02963,0.89876,6.23098,0.02869,6.03075,6.0154,0,101.6,-42.4,-10.7,120,1,0,1
69220,2457416.5,24192,6947.49099,-1330.8865,-1214.93906,1.82083,4.51269,5.78404,7390.22771,0.02965,0.89877,6.23098,0.02937,6.05,6.03578,0,100.5,-42.5,-9.7,120.7,1,0,1
69240,2457416.5,24212,6982.40525,-1240.35179,-1099.00366,1.67045,4.54045,5.80908,7390.33829,0.02967,0.89877,6.23098,0.03009,6.0692,6.05613,0,99.3,-42.5,-8.8,121.4,1,0,1
69260,2457416.5,24232,7014.30392,-1149.28135,-982.59236,1.51929,4.56626,5.83163,7390.43855,0.02969,0.89878,6.23098,0.03085,6.08837,6.07644,0,98.2,-42.6,-7.8,122.1,1,0,1
69280,2457416.5,24252,7043.17194,-1057.7143,-865.75539,1.3674,4.59011,5.85165,7390.52824,0.02971,0.89878,6.23098,0.03164,6.1075,6.09673,0,97,-42.6,-6.9,122.7,1,0,1
69300,2457416.5,24272,7068.99567,-965.69004,-748.54323,1.21487,4.61198,5.86914,7390.60715,0.02972,0.89879,6.23098,0.03247,6.12661,6.11699,0,95.8,-42.6,-5.9,123.4,1,0,1
69320,2457416.5,24292,7091.76289,-873.2482,-631.00655,1.06176,4.63187,5.8841,7390.67509,0.02973,0.89879,6.23098,0.03332,6.14568,6.13722,0,94.7,-42.7,-5,124.1,1,0,1
69340,2457416.5,24312,7111.46281,-780.42862,-513.19623,0.90815,4.64975,5.89651,7390.73194,0.02974,0.89879,6.23098,0.03419,6.16474,6.15744,0,93.5,-42.7,-4,124.8,1,0,1
69360,2457416.5,24332,7128.08609,-687.27138,-395.16329,0.75411,4.66563,5.90636,7390.7776,0.02975,0.89879,6.23098,0.03508,6.18377,6.17764,0,92.4,-42.7,-3.1,125.4,1,0,1
69380,2457416.5,24352,7141.62485,-593.81671,-276.95891,0.59971,4.6795,5.91365,7390.81203,0.02976,0.89879,6.23098,0.03599,6.20279,6.19783,0,91.2,-42.8,-2.1,126.1,1,0,1
69400,2457416.5,24372,7152.07266,-500.105,-158.63433,0.44503,4.69134,5.91838,7390.83518,0.02976,0.8988,6.23098,0.03691,6.2218,6.218,0,90,-42.8,-1.2,126.8,1,0,1
69420,2457416.5,24392,7159.42454,-406.17677,-40.24091,0.29013,4.70115,5.92054,7390.84699,0.02977,0.8988,6.23098,0.03784,6.24079,6.23817,0,88.9,-42.8,-0.2,127.4,1,0,1
69440,2457416.5,24412,7163.67699,-312.07268,78.16997,0.1351,4.70892,5.92012,7390.84738,0.02977,0.8988,6.23098,0.03877,6.25979,6.25834,0,87.7,-42.9,0.7,128.1,1,0,1
69460,2457416.5,24432,7164.82797,-217.83345,196.54693,-0.02,4.71466,5.91714,7390.83629,0.02977,0.89879,6.23098,0.03971,6.27878,6.27851,0,86.6,-42.9,1.7,128.8,1,0,1
69480,2457416.5,24452,7162.87691,-123.49989,314.83855,-0.1751,4.71836,5.91159,7390.81371,0.02976,0.89879,6.23098,0.04064,0.01459,0.01549,0,85.4,-42.9,2.6,129.5,1,0,1
69500,2457416.5,24472,7157.8247,-29.11283,432.99351,-0.33011,4.72001,5.90348,7390.77967,0.02976,0.89879,6.23098,0.04156,0.03359,0.03567,0,84.3,-42.9,3.6,130.1,1,0,1
69520,2457416.5,24492,7149.67372,65.28686,550.9605,-0.48496,4.71962,5.8928,7390.73426,0.02975,0.89879,6.23098,0.04247,0.05261,0.05586,0,83.1,-43,4.5,130.8,1,0,1
69540,2457416.5,24512,7138.4278,159.6583,668.68837,-0.63959,4.71719,5.87956,7390.67761,0.02974,0.89879,6.23098,0.04337,0.07164,0.07606,0,81.9,-43,5.5,131.5,1,0,1
69560,2457416.5,24532,7124.09224,253.96066,786.12603,-0.79391,4.71271,5.86378,7390.60987,0.02973,0.89878,6.23098,0.04425,0.09069,0.09628,0,80.8,-43,6.4,132.1,1,0,1
69580,2457416.5,24552,7106.6738,348.15313,903.22261,-0.94786,4.7062,5.84546,7390.53126,0.02972,0.89878,6.23097,0.0451,0.10976,0.11652,0,79.6,-43,7.4,132.8,1,0,1
69600,2457416.5,24572,7086.18069,442.19499,1019.92736,-1.10137,4.69765,5.8246,7390.44198,0.0297,0.89877,6.23097,0.04593,0.12886,0.13678,0,78.5,-43.1,8.3,133.5,1,0,1
69620,2457416.5,24592,7062.62258,536.0456,1136.1898,-1.25435,4.68707,5.80122,7390.3423,0.02969,0.89877,6.23097,0.04673,0.14799,0.15707,0,77.3,-43.1,9.3,134.2,1,0,1
69640,2457416.5,24612,7036.01057,629.66444,1251.95964,-1.40674,4.67447,5.77534,7390.23247,0.02967,0.89876,6.23097,0.04749,0.16715,0.17739,0,76.1,-43.1,10.2,134.9,1,0,1
69660,2457416.5,24632,7006.35722,723.01111,1367.18689,-1.55847,4.65986,5.74697,7390.11279,0.02965,0.89876,6.23097,0.04822,0.18634,0.19774,0,75,-43.1,11.1,135.6,1,0,1
69680,2457416.5,24652,6973.67647,816.04538,1481.82182,-1.70947,4.64324,5.71611,7389.98354,0.02963,0.89875,6.23097,0.04891,0.20558,0.21813,0,73.8,-43.2,12.1,136.3,1,0,1
69700,2457416.5,24672,6937.98372,908.7272,1595.81506,-1.85966,4.62461,5.6828,7389.84503,0.02961,0.89874,6.23096,0.04956,0.22485,0.23855,0,72.7,-43.2,13,137,1,0,1
69720,2457416.5,24692,6899.29575,1001.01672,1709.11755,-2.00898,4.60401,5.64704,7389.69757,0.02958,0.89874,6.23096,0.05017,0.24418,0.25901,0,71.5,-43.2,13.9,137.7,1,0,1
69740,2457416.5,24712,6857.63073,1092.87431,1821.68063,-2.15736,4.58142,5.60886,7389.54145,0.02956,0.89873,6.23096,0.05072,0.26354,0.27951,0,70.4,-43.2,14.9,138.4,1,0,1
69760,2457416.5,24732,6813.00823,1184.26058,1933.45602,-2.30472,4.55688,5.56828,7389.377,0.02953,0.89872,6.23095,0.05123,0.28296,0.30005,0,69.2,-43.2,15.8,139.1,1,0,1
69780,2457416.5,24752,6765.44916,1275.13641,2044.39587,-2.451,4.53038,5.52531,7389.20451,0.0295,0.89871,6.23095,0.05169,0.30242,0.32064,0,68,-43.3,16.7,139.9,1,0,1
69800,2457416.5,24772,6714.97581,1365.46297,2154.45278,-2.59614,4.50195,5.47999,7389.02428,0.02947,0.8987,6.23095,0.05209,0.32194,0.34127,0,66.9,-43.3,17.6,140.6,1,0,1
69820,2457416.5,24792,6661.61178,1455.20173,2263.57982,-2.74006,4.4716,5.43233,7388.83662,0.02944,0.89869,6.23094,0.05244,0.34152,0.36194,0,65.7,-43.3,18.6,141.3,1,0,1
69840,2457416.5,24812,6605.382,1544.31447,2371.73056,-2.8827,4.43935,5.38236,7388.64187,0.02941,0.89868,6.23093,0.05273,0.36115,0.38267,0,64.6,-43.3,19.5,142.1,1,0,1
69860,2457416.5,24832,6546.31271,1632.76334,2478.8591,-3.024,4.40522,5.33011,7388.44039,0.02938,0.89867,6.23093,0.05296,0.38083,0.40344,0,63.4,-43.3,20.4,142.9,1,0,1
69880,2457416.5,24852,6484.43143,1720.51086,2584.92008,-3.16389,4.36922,5.27561,7388.23258,0.02935,0.89866,6.23092,0.05314,0.40058,0.42427,0,62.3,-43.4,21.3,143.6,1,0,1
69900,2457416.5,24872,6419.76695,1807.5199,2689.8687,-3.30231,4.33138,5.21888,7388.01887,0.02932,0.89865,6.23091,0.05325,0.42039,0.44514,0,61.1,-43.4,22.2,144.4,1,0,1
69920,2457416.5,24892,6352.3493,1893.75376,2793.66075,-3.4392,4.29171,5.15996,7387.79972,0.02929,0.89864,6.23091,0.0533,0.44025,0.46607,0,60,-43.4,23.1,145.2,1,0,1
69940,2457416.5,24912,6282.20974,1979.17616,2896.25266,-3.57449,4.25023,5.09887,7387.57556,0.02925,0.89863,6.2309,0.0533,0.46018,0.48704,0,58.8,-43.4,23.9,146,1,0,1
69960,2457416.5,24932,6209.38073,2063.75125,2997.60147,-3.70813,4.20698,5.03565,7387.34684,0.02922,0.89862,6.23089,0.05322,0.48017,0.50806,0,57.7,-43.4,24.8,146.8,1,0,1
69980,2457416.5,24952,6133.89593,2147.44365,3097.66486,-3.84006,4.16197,4.97034,7387.114,0.02919,0.89861,6.23088,0.05309,0.50022,0.52914,0,56.5,-43.4,25.7,147.7,1,0,1
70000,2457416.5,24972,6055.79014,2230.21844,3196.40123,-3.97022,4.11522,4.90296,7386.87749,0.02915,0.8986,6.23087,0.0529,0.52033,0.55026,0,55.4,-43.4,26.6,148.5,1,0,1
70020,2457416.5,24992,5975.09931,2312.0412,3293.76963,-4.09855,4.06677,4.83355,7386.63778,0.02912,0.89858,6.23086,0.05265,0.5405,0.57143,0,54.2,-43.5,27.4,149.4,1,0,1
70040,2457416.5,25012,5891.86052,2392.87801,3389.72984,-4.22501,4.01663,4.76214,7386.39538,0.02909,0.89857,6.23085,0.05233,0.56073,0.59265,0,53.1,-43.5,28.3,150.2,1,0,1
70060,2457416.5,25032,5806.1119,2472.69549,3484.24237,-4.34953,3.96484,4.68879,7386.15077,0.02906,0.89856,6.23084,0.05196,0.58101,0.61391,0,51.9,-43.5,29.1,151.1,1,0,1
70080,2457416.5,25052,5717.89268,2551.46077,3577.2685,-4.47206,3.91142,4.61351,7385.90446,0.02903,0.89855,6.23082,0.05153,0.60136,0.63521,0,50.8,-43.5,30,152,1,0,1
70100,2457416.5,25072,5627.24312,2629.14156,3668.77024,-4.59255,3.8564,4.53635,7385.65695,0.029,0.89853,6.23081,0.05105,0.62175,0.65655,0,49.6,-43.5,30.8,152.9,1,0,1
70120,2457416.5,25092,5534.2045,2705.70612,3758.71039,-4.71096,3.7998,4.45736,7385.40872,0.02897,0.89852,6.2308,0.05051,0.6422,0.67793,0,48.5,-43.5,31.6,153.8,1,0,1
70140,2457416.5,25112,5438.81908,2781.1233,3847.05258,-4.82722,3.74166,4.37656,7385.16024,0.02894,0.89851,6.23078,0.04993,0.6627,0.69935,0,47.3,-43.5,32.4,154.8,1,0,1
70160,2457416.5,25132,5341.13008,2855.36253,3933.76121,-4.94131,3.68201,4.29401,7384.91199,0.02891,0.8985,6.23077,0.04929,0.68325,0.7208,0,46.2,-43.6,33.2,155.8,1,0,1
70180,2457416.5,25152,5241.18168,2928.39386,4018.80153,-5.05316,3.62088,4.20974,7384.66443,0.02889,0.89848,6.23075,0.04861,0.70384,0.74228,0,45.1,-43.6,34,156.7,1,0,1
70200,2457416.5,25172,5139.01893,3000.18796,4102.13963,-5.16273,3.55829,4.12379,7384.41802,0.02886,0.89847,6.23073,0.04789,0.72447,0.76378,0,43.9,-43.6,34.8,157.7,1,0,1
70220,2457416.5,25192,5034.68779,3070.71613,4183.74245,-5.26999,3.49429,4.03622,7384.1732,0.02884,0.89846,6.23072,0.04712,0.74515,0.78531,0,42.8,-43.6,35.6,158.8,1,0,1
70240,2457416.5,25212,4928.23507,3139.9503,4263.57779,-5.37489,3.4289,3.94705,7383.93041,0.02882,0.89845,6.2307,0.04632,0.76586,0.80686,0,41.6,-43.6,36.4,159.8,1,0,1
70260,2457416.5,25232,4819.70839,3207.86307,4341.61433,-5.47738,3.36215,3.85635,7383.6901,0.0288,0.89843,6.23068,0.04549,0.7866,0.82842,0,40.5,-43.6,37.1,160.9,1,0,1
70280,2457416.5,25252,4709.15618,3274.42769,4417.82165,-5.57743,3.29409,3.76414,7383.45267,0.02878,0.89842,6.23066,0.04463,0.80737,0.85,0,39.4,-43.6,37.8,161.9,1,0,1
70300,2457416.5,25272,4596.62763,3339.61809,4492.17021,-5.67501,3.22474,3.67048,7383.21853,0.02876,0.89841,6.23064,0.04374,0.82817,0.87159,0,38.2,-43.7,38.6,163.1,1,0,1
70320,2457416.5,25292,4482.17269,3403.40888,4564.6314,-5.77007,3.15413,3.57541,7382.9881,0.02874,0.8984,6.23062,0.04282,0.84899,0.89317,0,37.1,-43.7,39.3,164.2,1,0,1
70340,2457416.5,25312,4365.84198,3465.77536,4635.17752,-5.86258,3.08231,3.47898,7382.76173,0.02873,0.89839,6.2306,0.04189,0.86983,0.91476,0,36,-43.7,40,165.3,1,0,1
70360,2457416.5,25332,4247.68684,3526.69353,4703.78178,-5.9525,3.00931,3.38123,7382.53983,0.02872,0.89837,6.23058,0.04094,0.89068,0.93635,0,34.8,-43.7,40.7,166.5,1,0,1
70380,2457416.5,25352,4127.75925,3586.14009,4770.41835,-6.03982,2.93516,3.28222,7382.32274,0.02871,0.89836,6.23056,0.03999,0.91154,0.95793,0,33.7,-43.7,41.3,167.7,1,0,1
70400,2457416.5,25372,4006.1118,3644.09247,4835.06231,-6.12448,2.8599,3.18198,7382.11081,0.0287,0.89835,6.23053,0.03902,0.93242,0.97949,0,32.6,-43.7,42,168.9,1,0,1
70420,2457416.5,25392,3882.7977,3700.52881,4897.68973,-6.20648,2.78356,3.08057,7381.90439,0.02869,0.89834,6.23051,0.03805,0.95329,1.00104,0,31.4,-43.7,42.6,170.2,1,0,1
70440,2457416.5,25412,3757.8707,3755.42798,4958.27758,-6.28577,2.70619,2.97803,7381.70379,0.02868,0.89833,6.23049,0.03708,0.97416,1.02257,0,30.3,-43.8,43.3,171.5,1,0,1
70460,2457416.5,25432,3631.38511,3808.76957,5016.80384,-6.36233,2.62781,2.87442,7381.50931,0.02868,0.89832,6.23046,0.03612,0.99503,1.04408,0,29.2,-43.8,43.9,172.8,1,0,1
70480,2457416.5,25452,3503.39572,3860.53392,5073.24743,-6.43614,2.54847,2.76977,7381.32126,0.02867,0.89831,6.23044,0.03516,1.01589,1.06555,0,28.1,-43.8,44.4,174.1,1,0,1
70500,2457416.5,25472,3373.95783,3910.70211,5127.58822,-6.50718,2.4682,2.66415,7381.13989,0.02867,0.8983,6.23041,0.03421,1.03674,1.087,0,26.9,-43.8,45,175.5,1,0,1
70520,2457416.5,25492,3243.12715,3959.25597,5179.80708,-6.57542,2.38704,2.55759,7380.96546,0.02867,0.89829,6.23039,0.03328,1.05757,1.1084,0,25.8,-43.8,45.6,176.8,1,0,1
70540,2457416.5,25512,3110.95984,4006.17808,5229.88584,-6.64084,2.30503,2.45014,7380.7982,0.02868,0.89828,6.23036,0.03237,1.07839,1.12977,0,24.7,-43.8,46.1,178.3,1,0,1
70560,2457416.5,25532,2977.51244,4051.45176,5277.80731,-6.70343,2.22221,2.34187,7380.63835,0.02868,0.89827,6.23034,0.03148,1.09918,1.1511,0,23.6,-43.8,46.6,179.7,1,0,1
70580,2457416.5,25552,2842.84186,4095.06111,5323.55527,-6.76316,2.1386,2.2328,7380.48611,0.02868,0.89826,6.23031,0.03061,1.11994,1.17237,0,22.5,-43.9,47.1,-178.8,1,0,1
70600,2457416.5,25572,2707.00533,4136.99096,5367.11448,-6.82002,2.05426,2.123,7380.34167,0.02869,0.89826,6.23028,0.02978,1.14068,1.1936,0,21.3,-43.9,47.6,-177.4,1,0,1
70620,2457416.5,25592,2570.0604,4177.22692,5408.47069,-6.87399,1.96922,2.01251,7380.20521,0.0287,0.89825,6.23025,0.02897,1.16139,1.21478,0,20.2,-43.9,48,-175.8,1,0,1
70640,2457416.5,25612,2432.06488,4215.75537,5447.61062,-6.92507,1.88352,1.90138,7380.07689,0.02871,0.89824,6.23023,0.0282,1.18205,1.23589,0,19.1,-43.9,48.4,-174.3,1,0,1
70660,2457416.5,25632,2293.07685,4252.56342,5484.52196,-6.97324,1.79719,1.78966,7379.95684,0.02872,0.89824,6.2302,0.02747,1.20269,1.25695,0,18,-43.9,48.8,-172.7,1,0,1
70680,2457416.5,25652,2153.1546,4287.63899,5519.1934,-7.01849,1.71027,1.6774,7379.84519,0.02873,0.89823,6.23017,0.02678,1.22328,1.27795,0,16.9,-43.9,49.2,-171.1,1,0,1
70700,2457416.5,25672,2012.35661,4320.97073,5551.61459,-7.06082,1.62281,1.56464,7379.74202,0.02874,0.89822,6.23014,0.02613,1.24383,1.29888,0,15.8,-44,49.6,-169.5,1,0,1
70720,2457416.5,25692,1870.74154,4352.54806,5581.77615,-7.1002,1.53484,1.45144,7379.64743,0.02876,0.89822,6.23011,0.02552,1.26434,1.31974,0,14.7,-44,49.9,-167.9,1,0,1
70740,2457416.5,25712,1728.36818,4382.36117,5609.6697,-7.13664,1.4464,1.33785,7379.56147,0.02877,0.89821,6.23008,0.02496,1.2848,1.34054,0,13.5,-44,50.2,-166.2,1,0,1
70760,2457416.5,25732,1585.29544,4410.40102,5635.28778,-7.17014,1.35752,1.22391,7379.4842,0.02879,0.89821,6.23005,0.02445,1.30521,1.36127,0,12.4,-44,50.4,-164.6,1,0,1
70780,2457416.5,25752,1441.5823,4436.65931,5658.62395,-7.20068,1.26825,1.10966,7379.41566,0.02881,0.8982,6.23002,0.02398,1.32557,1.38192,0,11.3,-44,50.7,-162.9,1,0,1
70800,2457416.5,25772,1297.28783,4461.12853,5679.6727,-7.22827,1.17862,0.99517,7379.35589,0.02882,0.8982,6.22999,0.02357,1.34588,1.4025,0,10.2,-44.1,50.9,-161.2,1,0,1
70820,2457416.5,25792,1152.47111,4483.8019,5698.42948,-7.25291,1.08867,0.88048,7379.3049,0.02884,0.8982,6.22996,0.02321,1.36614,1.42301,0,9.1,-44.1,51.1,-159.5,1,0,1
70840,2457416.5,25812,1007.19125,4504.67341,5714.8907,-7.27459,0.99844,0.76562,7379.2627,0.02886,0.89819,6.22993,0.0229,1.38635,1.44344,0,8,-44.1,51.3,-157.7,1,0,1
70860,2457416.5,25832,861.50732,4523.7378,5729.05372,-7.29331,0.90796,0.65066,7379.2293,0.02888,0.89819,6.2299,0.02264,1.40651,1.46379,0,6.9,-44.1,51.4,-156,1,0,1
70880,2457416.5,25852,715.47837,4540.99057,5740.91683,-7.30909,0.81728,0.53564,7379.20468,0.0289,0.89819,6.22987,0.02244,1.42661,1.48407,0,5.8,-44.1,51.5,-154.3,1,0,1
70900,2457416.5,25872,569.16337,4556.42795,5750.47927,-7.32192,0.72643,0.4206,7379.18884,0.02892,0.89819,6.22984,0.02229,1.44666,1.50427,0,4.7,-44.1,51.6,-152.5,1,0,1
70920,2457416.5,25892,422.62122,4570.04693,5757.74121,-7.33181,0.63545,0.3056,7379.18173,0.02894,0.89819,6.22981,0.02219,1.46665,1.5244,0,3.6,-44.2,51.6,-150.7,1,0,1
70940,2457416.5,25912,275.9107,4581.84523,5762.70374,-7.33876,0.54437,0.19067,7379.18332,0.02896,0.89819,6.22978,0.02215,1.48659,1.54444,0,2.5,-44.2,51.6,-149,1,0,1
70960,2457416.5,25932,129.09043,4591.82131,5765.36886,-7.34278,0.45323,0.07587,7379.19355,0.02898,0.89819,6.22975,0.02217,1.50647,1.56441,0,1.4,-44.2,51.6,-147.2,1,0,1
70980,2457416.5,25952,-17.78109,4599.97436,5765.73949,-7.34389,0.36207,-0.03877,7379.21237,0.029,0.89819,6.22972,0.02224,1.5263,1.5843,0,0.3,-44.2,51.6,-145.5,1,0,1
71000,2457416.5,25972,-164.64557,4606.3043,5763.81946,-7.34208,0.27093,-0.15319,7379.23971,0.02902,0.89819,6.22969,0.02236,1.54608,1.60412,0,359.2,-44.2,51.5,-143.8,1,0,1
71020,2457416.5,25992,-311.44492,4610.81175,5759.61349,-7.33737,0.17983,-0.26736,7379.27548,0.02904,0.89819,6.22966,0.02253,1.5658,1.62385,0,358.1,-44.3,51.4,-142,1,0,1
71040,2457416.5,26012,-458.12126,4613.49808,5753.12716,-7.32978,0.08882,-0.38122,7379.3196,0.02906,0.89819,6.22963,0.02276,1.58547,1.64352,0,357,-44.3,51.3,-140.3,1,0,1
71060,2457416.5,26032,-604.61698,4614.36535,5744.36697,-7.31931,-0.00207,-0.49474,7379.37195,0.02908,0.8982,6.2296,0.02304,1.60509,1.6631,0,356,-44.3,51.1,-138.6,1,0,1
71080,2457416.5,26052,-750.87471,4613.41633,5733.34026,-7.30598,-0.0928,-0.60786,7379.43244,0.0291,0.8982,6.22957,0.02337,1.62466,1.68262,0,354.9,-44.3,51,-136.9,1,0,1
71100,2457416.5,26072,-896.8374,4610.65449,5720.05525,-7.28981,-0.18335,-0.72056,7379.50091,0.02911,0.8982,6.22955,0.02375,1.64418,1.70206,0,353.8,-44.4,50.8,-135.2,1,0,1
71120,2457416.5,26092,-1042.44829,4606.08398,5704.521,-7.27081,-0.27366,-0.83278,7379.57723,0.02913,0.89821,6.22952,0.02417,1.66365,1.72144,0,352.7,-44.4,50.5,-133.6,1,0,1
71140,2457416.5,26112,-1187.65095,4599.70966,5686.74742,-7.24899,-0.36372,-0.94449,7379.66124,0.02915,0.89821,6.22949,0.02464,1.68308,1.74074,0,351.6,-44.4,50.3,-131.9,1,0,1
71160,2457416.5,26132,-1332.38931,4591.53706,5666.74524,-7.22438,-0.45349,-1.05563,7379.75277,0.02916,0.89821,6.22946,0.02516,1.70246,1.75998,0,350.5,-44.4,50,-130.3,1,0,1
71180,2457416.5,26152,-1476.60764,4581.57237,5644.52604,-7.19699,-0.54292,-1.16618,7379.85162,0.02918,0.89822,6.22943,0.02571,1.72181,1.77916,0,349.4,-44.4,49.7,-128.7,1,0,1
71200,2457416.5,26172,-1620.25062,4569.82247,5620.10218,-7.16685,-0.632,-1.27609,7379.9576,0.02919,0.89823,6.2294,0.02631,1.74111,1.79827,0,348.4,-44.5,49.3,-127.1,1,0,1
71220,2457416.5,26192,-1763.26334,4556.29489,5593.48685,-7.13397,-0.72069,-1.38532,7380.07049,0.02921,0.89823,6.22938,0.02694,1.76038,1.81732,0,347.3,-44.5,49,-125.6,1,0,1
71240,2457416.5,26212,-1905.59128,4540.99779,5564.69402,-7.09837,-0.80895,-1.49384,7380.19007,0.02922,0.89824,6.22935,0.02761,1.77961,1.83632,0,346.2,-44.5,48.6,-124.1,1,0,1
71260,2457416.5,26232,-2047.18038,4523.94002,5533.73845,-7.06009,-0.89675,-1.60159,7380.3161,0.02923,0.89824,6.22932,0.02832,1.7988,1.85525,0,345.1,-44.5,48.2,-122.6,1,0,1
71280,2457416.5,26252,-2187.97704,4505.13103,5500.63567,-7.01913,-0.98406,-1.70855,7380.44834,0.02924,0.89825,6.2293,0.02905,1.81797,1.87414,0,344,-44.6,47.8,-121.1,1,0,1
71300,2457416.5,26272,-2327.92812,4484.58091,5465.40196,-6.97553,-1.07086,-1.81468,7380.58653,0.02925,0.89826,6.22927,0.02981,1.83711,1.89298,0,343,-44.6,47.4,-119.6,1,0,1
71320,2457416.5,26292,-2466.98097,4462.30039,5428.05438,-6.92932,-1.1571,-1.91993,7380.73041,0.02926,0.89827,6.22925,0.0306,1.85622,1.91177,0,341.9,-44.6,46.9,-118.2,1,0,1
71340,2457416.5,26312,-2605.08346,4438.3008,5388.6107,-6.8805,-1.24276,-2.02428,7380.87968,0.02926,0.89827,6.22922,0.03141,1.87532,1.93052,0,340.8,-44.6,46.4,-116.8,1,0,1
71360,2457416.5,26332,-2742.18395,4412.59406,5347.08944,-6.82912,-1.32781,-2.12769,7381.03409,0.02927,0.89828,6.2292,0.03224,1.89439,1.94922,0,339.7,-44.6,45.9,-115.5,1,0,1
71380,2457416.5,26352,-2878.23136,4385.19273,5303.50983,-6.7752,-1.41222,-2.23011,7381.19333,0.02927,0.89829,6.22917,0.03309,1.91345,1.96789,0,338.7,-44.7,45.4,-114.1,1,0,1
71400,2457416.5,26372,-3013.17516,4356.10993,5257.8918,-6.71876,-1.49595,-2.33152,7381.35712,0.02927,0.8983,6.22915,0.03395,1.93249,1.98652,0,337.6,-44.7,44.9,-112.8,1,0,1
71420,2457416.5,26392,-3146.96537,4325.35936,5210.25599,-6.65984,-1.57899,-2.43188,7381.52517,0.02928,0.89831,6.22912,0.03482,1.95152,2.00512,0,336.5,-44.7,44.4,-111.6,1,0,1
